SITE_NAME,LATITUDE_NAD83,LONGITUDE_NAD83,TEMP_C,pH_lab_weighted,TOTAL_DEPTH_M
NWIS Well 103 N17 E22 32DDBC1,39.28964,-119.53156,16,8,
NWIS Well  (C-18- 6) 6aba- 2,39.28607,-112.56384,,8.4,90.9
USGS Lysimeter Well 50,39.26881,-117.52788,7,6.9,
Rose Peak Well 2,39.25519,-119.58906,18,7.7,
NWIS Well 090  N16 E18 19BCA 1,39.23491,-119.99991,11,7.5,
NWIS Well 103 N16 E21 29DCDD1,39.21630,-119.64601,15,7.8,
USGS Well Urban 12,39.16241,-119.77546,15.7,7.1,
USGS Well 1A - Weed Heights,39.02575,-119.19904,,7.5,
USGS Well 1B - Weed Heights,39.02575,-119.19904,,7.6,
Douglas County Well SID 3,38.98296,-119.92879,8.5,6.7,
Nicholas Spring - Preston Springs,38.91058,-115.06115,22,7.8,
NWIS Spring  (D-23- 4)21add-S1,38.79442,-111.46129,11,8,59.5
NWIS Well  (C-23- 2)19dab- 1,38.78386,-112.05354,18,7.8,59.5
NWIS Well  (C-24- 2) 6abc- 1,38.74719,-112.06187,11,7.5,57.9
NWIS Well  (C-24- 2) 6abc- 1,38.74719,-112.06187,12.5,7.6,57.9
NWIS Well  (C-29-10)18daa- 1,38.28719,-113.01023,11,7.6,90.8
NWIS Well  (C-29- 2)35bad- 1,38.24443,-111.97853,13,7.7,
NWIS Well  (C-29- 2)35bad- 1,38.24443,-111.97853,15.5,7.7,
Cold Spring - Hot Creek Valley,38.20410,-116.17727,15.5,7.4,
USBLM Fifteenmile Well,38.10218,-114.54138,13,8,
NWIS Well  (C-33- 5) 4ddd- 1,37.96442,-112.41299,16,7.7,
NWIS Well  (C-33- 8)31ccc- 1,37.88247,-112.81050,15,8.1,
Delmues Springs,37.85996,-114.32304,18,7.8,
NWIS Well  (C-34-11)36dcc- 2,37.79581,-113.04217,22,7.5,
NWIS Well  (C-35-16)21dcc- 3,37.73664,-113.64663,15.5,7.4,91.4
NWIS Well  (C-36-16)16ccc- 1,37.64859,-113.66052,14.5,7.4,
NWIS Well  (C-36-17)36aad- 1,37.61553,-113.69858,11.5,7.7,110.6
NWIS Well  (C-36-16)31ccc- 1,37.60470,-113.69830,11,7.6,67.7
NWIS Well  (C-36-16)31ccc- 1,37.60470,-113.69830,10.5,7.7,67.7
NWIS Well  (C-36-16)31ccc- 1,37.60470,-113.69830,10.5,7.5,67.7
NWIS Well  (C-36-16)31ccc- 1,37.60470,-113.69830,10.5,7.5,67.7
NWIS Well  (C-36-16)31ccc- 1,37.60470,-113.69830,10.5,7.5,67.7
NWIS Well  (C-37-17)12bdc- 2,37.58220,-113.71052,12,7,
NWIS Spring B-40-04 17DDB,36.86360,-112.74020,16,8.2,
NWIS Spring B-40-04 17DDB2,36.86360,-112.74020,15,7.7,
NWIS Spring B-40-04 17DDB,36.86360,-112.74020,14.5,8.2,
Moorman Well / Mormon Well,36.64415,-115.09721,11.5,7.6,
NWIS Site,36.43384,-117.19450,,7.9,
Devils Hole Spring / Button Spring,36.42539,-116.29137,35,7.7,
Devils Hole Spring / Button Spring,36.42539,-116.29137,33,7.8,
Pago Pago Bar Well,36.23609,-115.05389,29,7.5,
NWIS Well 021S037E02K001M,36.13494,-117.95091,,8.5,37.5
NWIS Well 024S038E16J002M,35.84884,-117.87285,13.5,7.2,186.2
NWIS Well 025S038E13J001M,35.75856,-117.83479,27,8.1,
NWIS Well 025S041E19L001M,35.74884,-117.60423,,7.3,24.1
NWIS Well 026S040E17J001M,35.67273,-117.69034,25,7.9,
NWIS Well 026S039E18R003M,35.66912,-117.81312,19,7.8,86.9
NWIS Well 026S038E15Q001M,35.66829,-117.87285,20.6,8,
NWIS Well 026S040E18N001M,35.66634,-117.72173,26.1,8,169.2
NWIS Well 026S039E13R003M,35.66607,-117.72284,24.5,8,
NWIS Well 026S039E13R003M,35.66607,-117.72284,24.5,8.1,
NWIS Well 026S039E13R003M,35.66607,-117.72284,26,8,
NWIS Well 026S040E22H001M,35.66162,-117.65312,,8.2,21.3
NWIS Well 026S040E21E001M,35.66134,-117.68729,24.5,8.1,
NWIS Well 026S040E23L001M,35.65801,-117.64395,,8.3,21.9
NWIS Well 026S040E22N001M,35.65357,-117.66923,25,8.1,61.9
NWIS Well 026S040E22N001M,35.65357,-117.66923,,8.5,61.9
NWIS Well 026S040E22N001M,35.65357,-117.66923,23.9,8.6,61.9
NWIS Well 026S039E24P001M,35.65301,-117.73340,,8.3,
NWIS Well 026S039E19P001M,35.65273,-117.82062,,8.5,135.9
NWIS Well 026S040E24R001M,35.65218,-117.61951,,8.5,45.4
NWIS Well 026S040E32D001M,35.63551,-117.70506,27.2,8.2,85
NWIS Well 027S040E04L001M,35.61440,-117.67923,14,8,76.8
NWIS Well 027S039E08M001M,35.60023,-117.81146,12.5,7.9,150.9
NWIS Site,35.45776,-115.53111,5.4,7.9,
NWIS Site,35.45360,-115.34638,,7.9,38.1
NWIS Well 029S039E15M001M,35.40718,-117.78756,,7.6,24.4
NWIS Well 029S039E29N001M,35.37552,-117.82534,,8.2,50.3
NWIS Well 030S030E09F001M,35.33357,-118.76204,,8.2,
NWIS Well 030S037E24M002M,35.30468,-117.96729,29,8.1,
NWIS Well 030S037E24M002M,35.30468,-117.96729,25.5,8,
NWIS Well 030S037E24M002M,35.30468,-117.96729,20.5,7.9,
NWIS Well 030S037E24M002M,35.30468,-117.96729,27.5,8,
NWIS Well 030S037E34R001M,35.27496,-117.98924,25,8.1,
NWIS Well 010N009W04D001S,34.99747,-117.84395,21.1,7.7,
NWIS Well 009N010W12R001S,34.88109,-117.88201,,7.8,76.8
NWIS Well 008N013W11M001S,34.79609,-118.23730,25,8,219.5
NWIS Well 008N015W22N001S,34.76026,-118.46592,,7.1,
NWIS Well 007N011W18N001S,34.69026,-118.09396,22,7.9,
NWIS Site,34.68666,-118.15980,12,8,195.8
NWIS Site,34.68666,-118.15980,,6.4,135.6
SPERT 1,43.54796,-112.86833,13,7.8,
NWIS Well 02N 38E 35DAD1,43.45700,-111.94489,13.2,7.6,
Smith Creek Hot Springs,39.31251,-117.55082,90,8.04,
NWIS Well  (C-37-17)12bdc- 2,37.58220,-113.71052,12,7.3,
NWIS Spring B-40-04 17DDB,36.86360,-112.74020,19,8,
SPERT 1,43.54796,-112.86833,12,8,
Cold Spring - Smith Creek Valley,39.30232,-117.55077,8.2,8.65,
NWIS Well 022S039E04H008M,36.05050,-117.76785,9.4,6,114.3
NWIS Well 03S 34E 34DDA1,43.11139,-112.45722,11,7.6,125
Tungsten Mountain Drill Hole NT-13A,39.67230,-117.68130,90.55,9.68,225.55
Smith Creek Hot Springs,39.31284,-117.55011,68.8,8,
NWIS Site,34.68666,-118.15980,20,7.8,172.2
NWIS Well 01S 40E 28CDC1,43.29861,-111.78056,10.1,7.3,304.9
NWIS Well 07S 36E 12CBC1,42.82461,-112.20372,10.7,7.5,93.9
NWIS Well 07S 36E 34AAA1,42.77519,-112.22372,14.7,7.8,91.5
NWIS Well 08S 30E 26BBB1,42.70380,-112.92472,14.1,7.8,88.4
NWIS Well 10S 22E 25ABD1,42.53102,-113.82002,14.3,7.5,68.6
NWIS Site,38.90908,-119.96323,9,6.4,67.1
NWIS Well  (D- 9- 1)36bbc- 1,39.99551,-111.78632,11.5,7.8,132.9
NWIS Well  (C-35-11)16aab- 1,37.76331,-113.09134,16,7.4,
NWIS Well  (C-35-11)29add- 1,37.72859,-113.10689,11.5,7.6,
CFA LF 2-10,43.53765,-112.94332,13,7.8,
NWIS Well 03S 34E 34DDA1,43.11139,-112.45722,11.2,7.7,125
NWIS Well 03S 34E 34DDA1,43.11139,-112.45722,10.6,7.6,125
NWIS Well 07S 38E 26ADD1,42.78503,-111.96753,10.2,7.2,92.4
NWIS Well 105 N14 E20 26CCBB1,39.04463,-119.71407,16,8.1,
NWIS Well 105 N14 E20 34BDBD1,39.03519,-119.72629,16,7.6,
Community Pool Well - Gabbs,38.85724,-117.93112,23.3,7.65,
CFA LF 2-10,43.53765,-112.94332,12.6,8,
NWIS Well 10S 19E 25DCD1,42.51880,-114.17753,12.5,8,68
NWIS Well 12S 21E 12AAA1,42.40102,-113.93197,25.2,7.7,
Smith Creek Hot Springs,39.31355,-117.54961,87.1,8.01,
NWIS Well  (B- 5- 2)14bdc- 2,41.16931,-112.03845,17,7.7,595.4
Warm Spring - Home Station Wash,40.12672,-117.51265,19.6,7.47,
NWIS Well 026S039E30F003M,35.64745,-117.82146,11.9,7.4,140.2
Cold Spring - Vya,41.71108,-119.88164,16.6,7.28,
USGS 107,43.49491,-112.89181,14.8,8,
NWIS Well 12S 17E 11BCA1,42.39903,-114.43756,17.3,7,
NWIS Well 14S 38E 22BDD1,42.19192,-112.00412,11.7,7.6,
Cold Spring - Seven Lakes Mountain,39.92272,-119.92872,9,7.7,
NWIS Well 105 N14 E20 34BDBD1,39.03519,-119.72629,18.5,7.7,
NWIS Well  (C-42-14)13dca- 2,37.12915,-113.37301,,8.1,
NWIS Well 06N 39E 30ABB1,43.81741,-111.90636,10.5,7.6,
NWIS Well 03N 36E 08BAD1,43.60864,-112.25403,10.8,7.9,
USGS 100,43.58400,-112.66934,13.5,8.2,
USGS 20,43.54790,-112.91733,12.6,8,
USGS 20,43.54790,-112.91733,12.5,8.1,
USGS 20,43.54790,-112.91733,12.3,8,
USGS 20,43.54790,-112.91733,12,7.8,
USGS 20,43.54790,-112.91733,13,7.9,
USGS 20,43.54790,-112.91733,13,8,
USGS 20,43.54790,-112.91733,12.5,8.1,
NWIS Well 02N 38E 01DAC1,43.52908,-111.92858,11.1,7.5,
BADGING FACILITY,43.51157,-112.89833,12.5,8.2,
USGS 83,43.50630,-112.93841,28.2,8.3,
USGS 107,43.49491,-112.89181,15.5,8.1,
NWIS Well 02N 38E 29CCC1,43.46853,-112.02303,11,7.6,68.6
USGS 14 MV-61,43.33860,-112.94303,15,8,341.5
USGS 14 MV-61,43.33860,-112.94303,15.5,8.2,341.5
WHEATGRASS,43.31852,-112.93472,15.8,8.1,306.4
NWIS Well 02S 36E 05ADB1,43.27964,-112.26136,12.9,7.9,300.9
NWIS Well 03S 35E 10BBA1,43.18103,-112.35387,13,7.1,130.5
NWIS Well 04S 31E 05CBC1,43.10191,-112.86638,11,7.8,124.1
JOHANNES SPRINGS,43.10103,-112.53915,10,7.8,
NWIS Well 04S 34E 19AAD2,43.06408,-112.51609,11.2,7.7,122
NWIS Well 04S 34E 25CBBB1,43.04353,-112.43609,13.1,7.7,118.9
NWIS Well 04S 35E 31CBBB1,43.02880,-112.41692,14.7,8,114.3
NWIS Well 35-119-33abb01,42.98187,-111.03577,8,7.6,108.8
NWIS Well 06S 34E 06CBC1,42.92519,-112.53332,10,7.9,106.7
NWIS Well 06S 33E 09CAC1,42.91019,-112.60943,11.5,7.9,104.3
NWIS Well 07S 32E 24DBC1,42.79575,-112.66276,18.2,7.8,92.7
NWIS Well 07S 30E 25DAD1,42.78213,-112.88666,22,7.6,92.4
NWIS Well 08S 42E 09CBB1,42.74075,-111.56384,8,7.4,91.5
NWIS Well 08S 36E 10CDC1,42.73380,-112.23552,12.6,7.8,90.9
NWIS Well 08S 25E 35ADDA1,42.68491,-113.49195,9.9,6.9,85.1
NWIS Well 09S 24E 25CCC1,42.60550,-113.60789,14.8,7.6,76.2
NWIS Well 10S 24E 23AAD1,42.54527,-113.60981,13.6,7.6,70.1
NWIS Well 10S 25E 30BDB1,42.52824,-113.58334,15.2,7.4,68.6
NWIS Well 11S 19E 26ACC1,42.43936,-114.20003,20,7.6,59.8
NWIS Well 11S 19E 26ACC1,42.43936,-114.20003,22.5,7.7,59.8
NWIS Well 11S 19E 26ACC1,42.43936,-114.20003,25.5,7.8,59.5
NWIS Well 11S 19E 35DDD1,42.41769,-114.19114,19.5,7.5,
NWIS Well 14S 44E 13CCC1,42.19826,-111.26659,14.7,7.5,
NWIS Well 16S 27E 27BAA1,42.00936,-113.28555,11,7,27.4
NWIS Well  (B-14- 5) 8ddd- 1,41.95576,-112.44052,12,7.7,
NWIS Well  (B-14- 5) 8ddd- 1,41.95576,-112.44052,11,7.7,
Hills Warm Spring,41.73048,-119.78328,28,8.9,
NWIS Well  (B- 7- 3)33cdd- 1,41.29411,-112.19022,20,7.5,121.6
NWIS Well  (B- 5- 2) 6bdd- 4,41.19800,-112.11355,14,7.9,914.6
NWIS Well  (B- 5- 2) 1ddd- 1,41.19161,-112.00633,14,8.5,792.7
NWIS Well  (B- 5- 2)14bdc- 1,41.16939,-112.03828,20,7.8,603.4
NWIS Well  (B- 5- 1)30add- 1,41.14078,-111.98855,12,7.8,368.9
Wheeler Ranch Well WW3983T1,41.12101,-119.10240,38.6,8.1,
NWIS Well  (B- 4- 1)10bbb- 1,41.10189,-111.94883,15,8.1,368
NWIS Well  (B- 3- 1)15bac- 1,40.99967,-111.94550,21,7.3,314
Golconda Hot Springs / Segerstroms Hot Springs,40.95419,-117.49025,46.6,6.01,
Rebholtz Well 1,40.89769,-116.22203,14,7.2,
NWIS Well  (D- 1- 1) 7abd- 6,40.75186,-111.87701,16.1,7.6,231.7
NWIS Well  (D- 1- 1)21ddd- 1,40.71272,-111.83632,,8.2,229.1
NWIS Well  (D- 1- 1)30acc- 1,40.70495,-111.87994,16.5,7.8,275.5
NWIS Well  (C- 1- 1)28dbb- 2,40.70384,-111.95605,15.5,7.8,228.7
NWIS Well 061 N32 E49 11ADAC1,40.66214,-116.40758,17.5,8,
NWIS Spring  (D- 2- 5)17bca-S1,40.64856,-111.41325,14.5,7.9,213.4
NWIS Well  (D- 2- 1)22cac- 3,40.62939,-111.82743,13,7.5,210.4
NWIS Well  (C- 2- 5)32dbb- 1,40.59994,-112.43579,13,8,199.1
Sulphur Hot Springs / Stonier Ranch Hot Springs / Millers Hot Springs / Sulfur Hot Springs,40.58632,-115.28588,93,8.5,
USGS Well QH3D,40.56158,-117.66929,58.1,8.1,409
"BIG SPRING (PINE CYN),NEAR TOOELE",40.54939,-112.20967,11.9,8.1,182.9
NWIS Spring  (C- 4- 7)25dcb-S1,40.43744,-112.58551,40,7.9,76.2
NWIS Well  (D- 5- 1)17acb- 5,40.38662,-111.85685,13,8,158.8
NWIS Spring  (D- 5- 5)18aca-S1,40.38635,-111.42129,11.5,7.7,158.8
NWIS Well 029N016E19J001M,40.35712,-120.21382,17.5,7.7,154.9
NWIS Well  (D- 5- 2)30ccb- 2,40.35131,-111.77190,11.5,7.8,154
NWIS Well  (C- 6- 4) 5bdb- 1,40.33050,-112.32078,9.4,7.7,152.4
NWIS Well 028N014E08J001M,40.29657,-120.42105,21.5,8.1,152.4
NWIS Well  (C- 6- 2)26cbb- 1,40.26856,-112.04355,11.5,7.4,153.9
NWIS Well  (D- 7- 2) 1aca- 1,40.24278,-111.66278,15,7.7,150.9
NWIS Well U(C- 3-10)22cac- 1,40.20218,-111.00350,,8,143.9
NWIS Well  (D- 8- 2)35abc- 3,40.08273,-111.67937,14.4,8.8,139.6
NWIS Well  (D- 9- 2)17ada- 1,40.03634,-111.73021,12.2,8.3,137.2
NWIS Well  (D- 9- 2)29acd- 1,40.00579,-111.73465,12.8,8.1,128
NWIS Well  (D-11- 1) 4cca- 1,39.88301,-111.83716,12,7.9,128.7
NWIS Well  (D-11- 1) 4ccc- 2,39.87995,-111.84021,12,7.4,128
Well DR-SW-LY-9-L1,39.36853,-118.77765,16,8.6,
NWIS Spring  (D-17- 6)15dda-S1,39.33969,-111.22073,8.1,7.8,92.4
USGS Well Urban 4,39.17741,-119.75018,13.1,7.9,
NWIS Spring  (D-20- 6) 7ccc-S1,39.08691,-111.29712,6.5,8.1,76.5
NWIS Well  (C-20-19)14bbc- 1,39.07106,-113.96138,13,8,77.1
Wetlands Levee Well,39.06852,-119.75629,14,7.7,
NWIS Well 105 N14 E20 34BDBD1,39.03519,-119.72629,16.5,7.6,
USGS Well 6 - Weed Heights,39.02297,-119.18571,,6.8,
NWIS Well 105 N13 E20 02BBDD1,39.02296,-119.71018,21.5,7.6,
NWIS Well  (C-21-19)31acd- 1,38.94717,-114.01915,12.5,7.2,71.3
NWIS Site,38.90880,-119.96295,,7.8,64
NWIS Well 105 N12 E20 24CDAD1,38.88352,-119.68795,,7.3,
Sand Spring - Big Sand Springs Valley,38.83901,-115.83672,14,8,
NWIS Well  (C-23- 2)31bab- 1,38.76330,-112.06437,13.5,7.6,57.9
NWIS Well  (C-24- 2) 6abc- 1,38.74719,-112.06187,11,7.6,57.9
NWIS Well  (C-24- 2) 6abc- 1,38.74719,-112.06187,11,7.8,57.9
NWIS Well  (C-29- 7)19bcd- 1,38.27358,-112.69216,13,7.9,
NWIS Well  (C-29- 7)19bcd- 1,38.27358,-112.69216,12.5,7.4,78
Cold Spring - White Rock Mountains,38.12533,-114.06875,8,7.9,
Warm Spring - Sand Spring Valley,37.89856,-115.64615,21,7.7,
NWIS Well  (C-35-17) 7daa- 2,37.77108,-113.78608,15.5,7.6,
NWIS Well  (C-35-11)11ccc- 1,37.76498,-113.06912,14,7.7,91.4
Cedar Spring,37.75086,-116.27369,25,7.7,
NWIS Well  (C-36-16) 9bdc- 1,37.67081,-113.65524,15.5,7.9,82.9
NWIS Well  (C-38-12)20bba- 1,37.48054,-113.22995,15,7.4,
NWIS Well  (C-41-17) 7ddb- 1,37.22859,-113.79330,,7.3,152.4
NWIS Well  (C-41-17)17dbd- 1,37.21442,-113.77719,17.8,8.1,
Willow Spring,37.09467,-114.83101,,7.2,
NWIS Spring B-40-04 17DDB,36.86360,-112.74020,16,8.1,
NWIS Spring B-40-04 17DDB,36.86360,-112.74020,16,7.4,
NWIS Spring B-40-04 17DDB,36.86360,-112.74020,15.5,7.6,
Fairbanks Spring,36.49042,-116.34207,27,7.7,
Crystal Pool,36.42020,-116.32377,31,7.6,
Crystal Pool,36.42020,-116.32377,30,7.6,
Indian Rock Spring / Point of Rocks Spring / King Spring,36.40078,-116.27137,25.5,7.9,
Big Spring / Ash Meadows Spring / Deep Spring,36.37461,-116.27437,27,7.5,
NWIS Well 212 S21 E61 16CA 1,36.12192,-115.16722,23,7.3,
NWIS Spring B-27-12 20ACA,35.71388,-113.57800,20.6,7.6,
NWIS Well 026S040E19N001M,35.65468,-117.72145,,7.5,97.5
NWIS Well 026S040E22N001M,35.65357,-117.66923,24.4,8.1,61.9
NWIS Well 029S039E15M001M,35.40718,-117.78756,,8.2,24.4
NWIS Well 029S039E15M001M,35.40718,-117.78756,,7.7,24.4
NWIS Well 029S039E15M001M,35.40718,-117.78756,,7.6,24.4
NWIS Well 030S037E24M002M,35.30468,-117.96729,25.5,7.5,
NWIS Well 030S037E24M002M,35.30468,-117.96729,27,8.2,
NWIS Well 014N002E20C002S FI2 @ 290,35.30025,-116.79559,25,7.7,
NWIS Well 030S037E34R001M,35.27496,-117.98924,24.7,8,
NWIS Well 030S037E36N001M,35.27246,-117.96618,16,7.7,179.8
NWIS Well 032S036E22B001M,35.13802,-118.09980,30.3,8.2,252.7
NWIS Well 011N009W24B002S,35.04358,-117.78312,63,8.9,165.2
NWIS Well 011N009W33F001S,35.00803,-117.83979,,8.2,
NWIS Well 009N013W21A001S,34.86303,-118.25980,,7.9,
NWIS Well 007N011W16B001S,34.70387,-118.04785,,8.4,38.1
NWIS Well 007N012W13M002S,34.69332,-118.10896,20,7.8,129.8
NWIS Well 007N011W18N001S,34.69026,-118.09396,22,8.2,
NWIS Well 007N011W18N001S,34.69026,-118.09396,22.5,8.1,
NWIS Well 007N011W18N001S,34.69026,-118.09396,21.5,7.6,
NWIS Well 007N012W22B001S,34.68887,-118.13702,,6.4,183.5
NWIS Site,34.68416,-118.06618,12,7.5,
NWIS Well 05N 37E 21CCC1,43.74278,-112.12189,9.3,7.8,
NWIS Well 14S 44E 13CCC1,42.19826,-111.26659,15,7.6,
Hot Sulphur Springs / Ellison Ranch Springs / Tuscarora Hot Springs / Hot Sulfur Springs,41.46791,-116.15302,90.6,6.7,
NWIS Well 105 N14 E20 34BDBD1,39.03519,-119.72629,17,7.6,
NWIS Well  (C-36-11) 5dab- 1,37.69914,-113.11023,12.5,7.4,
NWIS Well 12S 19E 06ADD1,42.41075,-114.26808,36.1,7.6,
Smith Creek Hot Springs,39.31561,-117.54692,94.4,8.14,
Crystal Pool,36.42020,-116.32377,30.5,7.4,
NWIS Well 06S 34E 06CBD1,42.92519,-112.53165,14.1,7.7,106.7
Cold Spring - Fish Creek Mountains,40.20288,-117.40390,10.4,7.61,
NWIS Well 04N 35E 34ADD1,43.63380,-112.32415,11,7.8,
USGS 107,43.49491,-112.89181,15.1,7.9,
NWIS Well 09S 38E 28CAC2,42.60556,-112.01883,14,7.7,76.2
NWIS Well 030S037E24M002M,35.30468,-117.96729,22,7.7,
Pipe Springs,40.33594,-119.91465,18.4,7.88,
Claypool Ranch Well,39.81492,-119.64775,17.4,7.55,170
USGS Well VC-8,39.18630,-119.80629,17.6,6.9,
NWIS Well  (C-37-17)12bdc- 2,37.58220,-113.71052,12,7.3,
NWIS Well 010N013W32D001S,34.92164,-118.29147,24.5,7.8,
NWIS Well  (D- 5- 2)30ccb- 2,40.35131,-111.77190,12,7.8,152.4
USGS 107,43.49491,-112.89181,14.7,8.1,
NWIS Well 13S 36E 35ABA1,42.25695,-112.21558,12.3,7.8,
NWIS Well 105 N14 E20 34BDBD1,39.03519,-119.72629,16.2,7.6,
Willow Spring,37.09467,-114.83101,17.4,7.5,
CFA LF 2-10,43.53765,-112.94332,12.9,7.9,
USGS 107,43.49491,-112.89181,15,7.9,
NWIS Well 01S 34E 24CDD1,43.31375,-112.42611,11.9,7.7,306.4
NWIS Well 105 N14 E20 28CDC 1,39.04213,-119.74323,11,7.7,
NWIS Well 105 N14 E20 34BDBD1,39.03519,-119.72629,16.5,7.3,
NWIS Well  (C-36-11)31abc- 1,37.63164,-113.13356,,7.3,
NWIS Well 06N 35E 14CCC1,43.84167,-112.31528,11.2,7.5,
USGS 107,43.49491,-112.89181,14.7,8,
NWIS Well 03S 34E 34DDA1,43.11139,-112.45722,11.2,7.6,125
NWIS Well 04S 34E 26DAD1,43.04128,-112.43728,14.4,7.7,118.9
NWIS Well 08S 22E 13CCB1,42.72435,-113.83169,11.5,7.2,102.1
NWIS Well 105 N14 E20 28CDC 1,39.04213,-119.74323,15.5,7.8,
NWIS Well 105 N14 E20 28CDC 1,39.04213,-119.74323,15,7.9,
NWIS Well 105 N14 E20 28CDC 1,39.04213,-119.74323,16,7.8,
NWIS Well 06N 35E 14CCC1,43.84167,-112.31528,10.5,8,76.2
USGS 100,43.58400,-112.66934,14.5,7.5,
NPR TEST,43.58030,-112.87618,12.5,8,
USGS 107,43.49491,-112.89181,14.9,7.9,
USGS 107,43.49491,-112.89181,15,8.1,
USGS 104,43.48215,-112.93642,14,8.4,
USGS 110,43.45462,-112.83834,14.5,8,
USGS 110,43.45462,-112.83834,14.5,8.1,
USGS 110,43.45462,-112.83834,14.5,8.1,
USGS 105,43.45085,-113.00577,14,8.1,
USGS 109,43.45025,-113.04967,14,8.1,
USGS 109,43.45025,-113.04967,14,8.2,
USGS 109,43.45025,-113.04967,12.5,8.1,
Warm well,43.44380,-112.81221,14,8.2,
CERRO GRANDE,43.43824,-112.93246,13,8.1,
NWIS Well 01N 33E 26CDC1,43.38208,-112.55419,11.7,7.9,400.3
USGS 14 MV-61,43.33860,-112.94303,14.8,8.1,350.6
USGS 14 MV-61,43.33860,-112.94303,15,8,341.5
USGS 14 MV-61,43.33860,-112.94303,14.5,8.1,341.5
USGS 14 MV-61,43.33860,-112.94303,15.5,8,341.5
DOUBLE O COLD SPRINGS,43.28015,-119.31994,17.9,8.8,303.7
DOUBLE O COLD SPRINGS,43.28015,-119.31994,17.6,8.8,300.9
DOUBLE O COLD SPRINGS,43.28015,-119.31994,17.6,8.8,303.7
NWIS Well 03S 34E 34DDA1,43.11139,-112.45722,12.8,7.5,125
NWIS Spring 04S 34E 05CAA1S,43.10214,-112.50609,10.5,8.2,124.1
NWIS Well 04S 35E 18CDA1,43.06928,-112.40914,13.5,8,122
NWIS Well 06S 34E 06CBD1,42.92519,-112.53165,13.9,7.8,106.7
NWIS Well 06S 33E 10DAD2,42.91214,-112.57748,10,8.2,105.2
NWIS Well 06S 32E 29DCB1,42.86658,-112.74138,13.4,7.9,97.9
NWIS Well 07S 23E 26DAC1,42.78296,-113.72779,12.5,7.7,116.7
NWIS Well 08S 25E 03ABB1,42.76269,-113.52001,12,7.6,91.5
NWIS Well 08S 25E 01CBB3,42.75491,-113.47306,11.5,8.1,91.5
NWIS Well 09S 40E 04CDD1,42.66436,-111.78968,53,8,82.3
NWIS Well 09S 33E 03CCB1,42.66408,-112.59304,17.7,7.9,82.3
NWIS Well 33S/01E-31BAD2,42.66207,-122.74865,12,9.1,80.8
NWIS Well 09S 37E 20ABC1,42.62881,-112.15080,13.8,7.5,77.7
NWIS Well 09S 37E 23DDD1,42.61797,-112.08524,14.1,7.5,76.2
NWIS Well 10S 20E 23CCB1,42.53519,-114.08697,9.6,6.3,121
NWIS Well 10S 34E 19BBB1,42.53436,-112.53581,11,7.8,69.8
NWIS Well 13S 25E 22BCB1,42.27963,-113.53001,30,7.3,
NWIS Well  (B-14- 2)26cba- 1,41.92243,-112.04523,11,7.7,61
NWIS Spring  (B- 9- 1)23bcb-S1,41.50466,-111.92855,,8.2,
NWIS Spring  (B- 9- 1)23cda-S1,41.49938,-111.92133,,8.2,
NWIS Well  (B- 7- 2) 9cda- 1,41.35383,-112.07578,25.5,7.5,
NWIS Well  (B- 7- 3)33cdd- 1,41.29411,-112.19022,20,8,121.6
NWIS Well  (A- 6- 2)14bbd- 1,41.25966,-111.69910,9,7.8,
NWIS Well  (B- 6- 3)26bbb- 1,41.23494,-112.16050,18,7.8,156.1
NWIS Well  (B- 5- 3)15dda- 1,41.16467,-112.16244,23.5,8.2,243.9
NWIS Well  (B- 5- 1)20ddd- 2,41.14772,-111.96883,15,7.9,410.4
Hot Lake - E Midas,41.14658,-116.73261,18,7.2,
NWIS Well  (B- 5- 1)30ada- 1,41.14300,-111.98828,,7.4,274.3
NWIS Well  (B- 5- 1)29bdc- 1,41.14161,-111.98161,12,7.7,385.4
NWIS Well  (B- 5- 1)29bdc- 1,41.14161,-111.98161,11.5,8,347
NWIS Well  (B- 5- 1)29bdc- 1,41.14161,-111.98161,14.5,7.6,347
NWIS Well  (B- 5- 1)30add- 1,41.14078,-111.98855,13.5,7.6,368.9
NWIS Well  (B- 5- 1)30add- 1,41.14078,-111.98855,11.5,8,274.3
NWIS Well  (B- 5- 1)33cda- 1,41.12078,-111.96077,16,8.4,365.9
NWIS Well  (B- 5- 1)33cda- 1,41.12078,-111.96077,,7.5,374.1
NWIS Well  (B- 5- 1)33cda- 1,41.12078,-111.96077,11,7.6,374.1
NWIS Well  (B- 5- 1)33cda- 1,41.12078,-111.96077,11.5,7.5,374.1
NWIS Well  (B- 4- 1) 6adc- 1,41.11244,-111.99105,17.5,7.5,265.2
NWIS Well  (B- 4- 1) 6adc- 1,41.11244,-111.99105,14.5,7.5,265.2
NWIS Well  (B- 4- 2)12bbb- 1,41.10272,-112.02578,14,8,368.9
NWIS Well  (B- 4- 2)10daa- 2,41.09355,-112.04578,,8.1,336.6
NWIS Well  (B- 4- 2)17cdd- 1,41.07494,-112.09522,16,8.2,350.6
Spring 5 - Golconda Hot Springs / Segerstroms Hot Springs,40.96167,-117.49436,61,7.4,
NWIS Well  (C- 1- 1)24bbd- 2,40.72217,-111.90660,16,7.8,235.3
NWIS Well  (D- 1- 4)19cac- 1,40.71745,-111.54409,10.5,7.8,229.3
NWIS Well  (C- 1- 1)28dbb- 2,40.70384,-111.95605,15.5,7.7,228.7
